N1_후보풀_전량랭킹_방법검증_최종아님
rank,word,reading,편중도,상위장르,일반빈도zipf,tanos_tag,note
1473,臆病,おくびょう,-0.431,문학,3.49,N1,문학4회/2문서(z-0.43); 일반빈도낮음→장르부상
1474,情緒,じょうちょ,-0.432,학술,3.65,N1,학술3회/2문서(z-0.43) 논설·행정5회/4문서(z-0.80); 일반빈도낮음→장르부상
1475,連休,れんきゅう,-0.438,논설·행정,4.15,N1,논설·행정27회/9문서(z-0.44)
1476,経歴,けいれき,-0.442,논설·행정,4.1,N1,논설·행정24회/16문서(z-0.44)
1477,一帯,いったい,-0.444,논설·행정,3.58,N1,논설·행정37회/9문서(z-0.44); 일반빈도낮음→장르부상
1478,情熱,じょうねつ,-0.446,논설·행정,4.17,N1,논설·행정28회/12문서(z-0.45)
1479,衝撃,しょうげき,-0.448,논설·행정,4.55,N1,논설·행정67회/21문서(z-0.45)
1480,入浴,にゅうよく,-0.451,논설·행정,3.84,N1,논설·행정13회/8문서(z-0.45); 일반빈도낮음→장르부상
1481,仕上げ,しあげ,-0.452,논설·행정,4.05,N1,논설·행정21회/7문서(z-0.45)
1482,逃走,とうそう,-0.452,법률,3.98,N1,법률15회/2문서(z-0.45) 학술3회/3문서(z-1.43); 일반빈도낮음→장르부상
1483,至って,いたって,-0.453,논설·행정,3.14,N1,논설·행정8회/8문서(z-0.45); 일반빈도낮음→장르부상
1484,上下,じょうげ,-0.456,학술,4.3,N1,학술13회/10문서(z-0.46) 논설·행정30회/14문서(z-0.60) 행정백서4회/3문서(z-1.20) 법률4회/2문서(z-1.44) 문학4회/3문서(z-1.82)
1485,側,がわ,-0.462,논설·행정,5.3,N1,논설·행정2217회/24문서(z-0.46) 행정백서99회/25문서(z-1.88) 학술37회/23문서(z-2.70) 문학47회/5문서(z-3.03)
1486,過密,かみつ,-0.467,논설·행정,3.07,N1,논설·행정15회/8문서(z-0.47); 일반빈도낮음→장르부상
1487,大空,おおぞら,-0.472,문학,3.39,N1,문학3회/3문서(z-0.47); 일반빈도낮음→장르부상
1488,裸足,はだし,-0.472,문학,3.39,N1,문학3회/2문서(z-0.47); 일반빈도낮음→장르부상
1489,末,すえ,-0.474,논설·행정,4.7,N1,논설·행정91회/21문서(z-0.47) 학술7회/7문서(z-1.59) 문학11회/3문서(z-1.75)
1490,燃焼,ねんしょう,-0.475,학술,3.99,N1,학술9회/5문서(z-0.47) 논설·행정9회/7문서(z-1.19); 일반빈도낮음→장르부상
1491,対決,たいけつ,-0.476,학술,4.2,N1,학술10회/3문서(z-0.48) 논설·행정17회/12문서(z-0.83)
1492,捕獲,ほかく,-0.478,논설·행정,3.94,N1,논설·행정111회/10문서(z-0.48); 일반빈도낮음→장르부상
1493,象,ぞう,-0.479,학술,3.9,N1,학술5회/2문서(z-0.48); 일반빈도낮음→장르부상
1494,漁村,ぎょそん,-0.482,논설·행정,2.98,N1,논설·행정7회/7문서(z-0.48); 일반빈도낮음→장르부상
1495,破裂,はれつ,-0.484,논설·행정,3.65,N1,논설·행정8회/5문서(z-0.48); 일반빈도낮음→장르부상
1496,自信,じしん,-0.49,논설·행정,4.68,N1,논설·행정85회/21문서(z-0.49) 문학13회/2문서(z-1.59)
1497,共存,きょうぞん,-0.491,논설·행정,3.7,N1,논설·행정34회/13문서(z-0.49) 학술7회/7문서(z-0.88); 일반빈도낮음→장르부상
1498,軸,じく,-0.492,논설·행정,4.42,N1,논설·행정120회/19문서(z-0.49) 학술16회/11문서(z-1.20) 행정백서7회/4문서(z-1.71)
1499,鋏,はさみ,-0.493,논설·행정,2.85,N1,논설·행정3회/3문서(z-0.49); 일반빈도낮음→장르부상
1500,衣料,いりょう,-0.495,행정백서,3.28,N1,행정백서4회/4문서(z-0.49) 논설·행정4회/3문서(z-1.34); 일반빈도낮음→장르부상
1501,可哀想,かわいそう,-0.496,논설·행정,4.09,N1,논설·행정32회/15문서(z-0.50) 문학10회/5문서(z-1.07)
1502,鈍る,にぶる,-0.499,논설·행정,2.62,N1,논설·행정8회/6문서(z-0.50); 일반빈도낮음→장르부상
1503,勤勉,きんべん,-0.5,논설·행정,3.27,N1,논설·행정25회/6문서(z-0.50) 법률4회/2문서(z-1.21); 일반빈도낮음→장르부상
1504,渦,うず,-0.5,문학,3.53,N1,문학4회/4문서(z-0.50); 일반빈도낮음→장르부상
1505,敵,てき,-0.506,논설·행정,5.05,N1,논설·행정194회/19문서(z-0.51) 학술12회/9문서(z-1.78) 문학8회/3문서(z-2.58)
1506,婿,むこ,-0.508,문학,3.22,N1,문학3회/2문서(z-0.51); 일반빈도낮음→장르부상
1507,箪笥,たんす,-0.508,문학,2.69,N1,문학3회/2문서(z-0.51); 일반빈도낮음→장르부상
1508,開拓,かいたく,-0.51,논설·행정,3.99,N1,논설·행정142회/21문서(z-0.51) 학술11회/7문서(z-1.62) 행정백서5회/3문서(z-2.11); 일반빈도낮음→장르부상
1509,絨毯,じゅうたん,-0.515,논설·행정,3.37,N1,논설·행정4회/2문서(z-0.52); 일반빈도낮음→장르부상
1510,蔵,くら,-0.515,논설·행정,4.07,N1,논설·행정20회/3문서(z-0.52) 문학8회/4문서(z-0.90)
1511,侮辱,ぶじょく,-0.518,논설·행정,3.81,N1,논설·행정11회/6문서(z-0.52) 법률5회/4문서(z-0.53) 문학3회/2문서(z-1.19); 일반빈도낮음→장르부상
1512,下品,げぼん,-0.523,문학,3.72,N1,문학6회/3문서(z-0.52); 일반빈도낮음→장르부상
1513,丁目,ちょうめ,-0.524,논설·행정,4.42,N1,논설·행정44회/14문서(z-0.52)
1514,目覚める,めざめる,-0.527,논설·행정,3.62,N1,논설·행정7회/2문서(z-0.53); 일반빈도낮음→장르부상
1515,忠実,ちゅうじつ,-0.53,학술,4.01,N1,학술6회/5문서(z-0.53) 논설·행정17회/6문서(z-0.53)
1516,天災,てんさい,-0.532,논설·행정,3.11,N1,논설·행정24회/9문서(z-0.53) 법률9회/5문서(z-0.68); 일반빈도낮음→장르부상
1517,予言,よげん,-0.534,문학,3.99,N1,문학11회/2문서(z-0.53) 학술4회/3문서(z-0.80); 일반빈도낮음→장르부상
1518,退学,たいがく,-0.536,논설·행정,3.78,N1,논설·행정10회/6문서(z-0.54); 일반빈도낮음→장르부상
1519,くっ付く,くっつく,-0.537,논설·행정,3.93,N1,논설·행정14회/7문서(z-0.54); 일반빈도낮음→장르부상
1520,軍,ぐん,-0.538,논설·행정,5.14,N1,논설·행정228회/23문서(z-0.54) 학술18회/9문서(z-1.64)
1521,染まる,そまる,-0.54,논설·행정,3.26,N1,논설·행정3회/2문서(z-0.54); 일반빈도낮음→장르부상
1522,寄贈,きぞう,-0.548,논설·행정,3.27,N1,논설·행정12회/3문서(z-0.55); 일반빈도낮음→장르부상
1523,一人,ひとり,-0.55,논설·행정,5.96,N1,논설·행정1465회/24문서(z-0.55) 행정백서107회/27문서(z-1.60) 문학197회/8문서(z-1.75) 법률102회/12문서(z-1.82) 학술35회/18문서(z-2.53)
1524,火燵,こたつ,-0.55,문학,0.0,N1,문학4회/2문서(z-0.55); 일반빈도낮음→장르부상
1525,消耗,しょうもう,-0.552,논설·행정,3.87,N1,논설·행정12회/5문서(z-0.55); 일반빈도낮음→장르부상
1526,同感,どうかん,-0.554,논설·행정,3.61,N1,논설·행정55회/19문서(z-0.55); 일반빈도낮음→장르부상
1527,熱量,ねつりょう,-0.554,논설·행정,3.27,N1,논설·행정3회/2문서(z-0.55); 일반빈도낮음→장르부상
1528,威力,いりょく,-0.557,논설·행정,3.94,N1,논설·행정14회/7문서(z-0.56) 법률6회/2문서(z-0.61); 일반빈도낮음→장르부상
1529,中継,ちゅうけい,-0.56,논설·행정,4.43,N1,논설·행정43회/16문서(z-0.56)
1530,練る,ねる,-0.56,논설·행정,3.02,N1,논설·행정32회/13문서(z-0.56); 일반빈도낮음→장르부상
1531,利点,りてん,-0.561,행정백서,3.94,N1,행정백서19회/3문서(z-0.56) 논설·행정35회/11문서(z-0.99) 학술8회/7문서(z-1.34); 일반빈도낮음→장르부상
1532,合致,がっち,-0.561,논설·행정,3.57,N1,논설·행정70회/19문서(z-0.56) 학술16회/12문서(z-0.88); 일반빈도낮음→장르부상
1533,跡継ぎ,あとつぎ,-0.561,논설·행정,2.96,N1,논설·행정5회/4문서(z-0.56); 일반빈도낮음→장르부상
1534,運送,うんそう,-0.561,논설·행정,3.76,N1,논설·행정222회/17문서(z-0.56) 법률4회/3문서(z-2.74); 일반빈도낮음→장르부상
1535,専用,せんよう,-0.562,논설·행정,4.88,N1,논설·행정121회/19문서(z-0.56) 학술8회/7문서(z-1.80)
1536,本気,ほんき,-0.565,논설·행정,4.9,N1,논설·행정126회/24문서(z-0.57) 문학4회/2문서(z-2.84)
1537,相応,そうおう,-0.566,논설·행정,3.75,N1,논설·행정36회/17문서(z-0.57) 행정백서8회/6문서(z-0.77) 문학6회/2문서(z-1.61); 일반빈도낮음→장르부상
1538,惨め,みじめ,-0.569,문학,3.57,N1,문학4회/2문서(z-0.57) 논설·행정4회/3문서(z-0.83); 일반빈도낮음→장르부상
1539,教習,きょうしゅう,-0.574,논설·행정,3.28,N1,논설·행정5회/4문서(z-0.57); 일반빈도낮음→장르부상
1540,一目,いちもく,-0.581,논설·행정,3.95,N1,논설·행정38회/15문서(z-0.58) 문학8회/4문서(z-1.45); 일반빈도낮음→장르부상
1541,民族,みんぞく,-0.583,학술,4.41,N1,학술58회/16문서(z-0.58) 논설·행정111회/18문서(z-0.85)
1542,先代,せんだい,-0.584,논설·행정,3.51,N1,논설·행정5회/3문서(z-0.58); 일반빈도낮음→장르부상
1543,奇麗,きれい,-0.591,논설·행정,2.83,N1,논설·행정82회/20문서(z-0.59) 문학51회/5문서(z-0.66) 학술4회/2문서(z-2.05); 일반빈도낮음→장르부상
1544,眉,まゆ,-0.591,문학,3.76,N1,문학6회/3문서(z-0.59); 일반빈도낮음→장르부상
1545,独創,どくそう,-0.594,논설·행정,3.42,N1,논설·행정4회/3문서(z-0.59); 일반빈도낮음→장르부상
1546,管,かん,-0.599,학술,4.37,N1,학술19회/8문서(z-0.60) 논설·행정24회/9문서(z-1.14)
1547,脈,みゃく,-0.608,문학,3.69,N1,문학5회/2문서(z-0.61) 논설·행정3회/3문서(z-1.21); 일반빈도낮음→장르부상
1548,初,はつ,-0.609,논설·행정,5.25,N1,논설·행정265회/24문서(z-0.61) 학술39회/21문서(z-1.26) 행정백서4회/3문서(z-2.87) 문학7회/2문서(z-3.03)
1549,争い,あらそい,-0.611,논설·행정,4.32,N1,논설·행정31회/15문서(z-0.61) 학술10회/5문서(z-0.68) 법률7회/3문서(z-1.09)
1550,各々,おのおの,-0.612,논설·행정,4.75,N1,논설·행정83회/22문서(z-0.61) 학술13회/11문서(z-1.21) 행정백서7회/5문서(z-1.56)
1551,招き,まねき,-0.613,논설·행정,3.83,N1,논설·행정10회/6문서(z-0.61); 일반빈도낮음→장르부상
1552,捗る,はかどる,-0.624,논설·행정,3.44,N1,논설·행정4회/3문서(z-0.62); 일반빈도낮음→장르부상
1553,臍,へそ,-0.624,논설·행정,2.52,N1,논설·행정4회/4문서(z-0.62); 일반빈도낮음→장르부상
1554,人質,ひとじち,-0.626,논설·행정,3.98,N1,논설·행정39회/7문서(z-0.63); 일반빈도낮음→장르부상
1555,手遅れ,ておくれ,-0.629,논설·행정,3.84,N1,논설·행정10회/7문서(z-0.63); 일반빈도낮음→장르부상
1556,司法,しほう,-0.631,학술,4.35,N1,학술101회/8문서(z-0.63) 논설·행정269회/23문서(z-0.67)
1557,爆弾,ばくだん,-0.647,논설·행정,4.42,N1,논설·행정37회/13문서(z-0.65)
1558,駆け足,かけあし,-0.65,논설·행정,2.83,N1,논설·행정5회/5문서(z-0.65); 일반빈도낮음→장르부상
1559,瓶,びん,-0.654,논설·행정,4.06,N1,논설·행정16회/7문서(z-0.65) 문학7회/4문서(z-0.99) 학술3회/3문서(z-1.13)
1560,覆面,ふくめん,-0.656,논설·행정,3.46,N1,논설·행정4회/3문서(z-0.66); 일반빈도낮음→장르부상
1561,一様,いちよう,-0.66,학술,3.04,N1,학술14회/10문서(z-0.66) 행정백서4회/4문서(z-1.47) 논설·행정11회/6문서(z-1.52); 일반빈도낮음→장르부상
1562,溝,みぞ,-0.661,논설·행정,3.94,N1,논설·행정12회/9문서(z-0.66); 일반빈도낮음→장르부상
1563,殺人,さつじん,-0.663,학술,4.74,N1,학술27회/7문서(z-0.66) 논설·행정35회/9문서(z-1.18) 법률7회/2문서(z-1.74)
1564,落ち着き,おちつき,-0.663,행정백서,3.87,N1,행정백서3회/2문서(z-0.66) 논설·행정7회/7문서(z-0.92); 일반빈도낮음→장르부상
1565,脅迫,きょうはく,-0.664,논설·행정,4.01,N1,논설·행정14회/7문서(z-0.66)
1566,採集,さいしゅう,-0.665,논설·행정,3.34,N1,논설·행정3회/2문서(z-0.66); 일반빈도낮음→장르부상
1567,調印,ちょういん,-0.665,논설·행정,3.08,N1,논설·행정7회/5문서(z-0.66); 일반빈도낮음→장르부상
1568,眼鏡,めがね,-0.679,문학,4.18,N1,문학14회/4문서(z-0.68) 논설·행정15회/5문서(z-0.88)
1569,倹約,けんやく,-0.68,문학,2.93,N1,문학3회/2문서(z-0.68); 일반빈도낮음→장르부상
1570,調べ,しらべ,-0.683,법률,5.01,N1,법률63회/4문서(z-0.68) 논설·행정36회/16문서(z-1.58)
1571,偶に,たまに,-0.688,논설·행정,3.13,N1,논설·행정27회/12문서(z-0.69) 문학13회/3문서(z-0.96); 일반빈도낮음→장르부상
1572,黄色,きいろ,-0.689,논설·행정,4.24,N1,논설·행정23회/10문서(z-0.69) 문학14회/3문서(z-0.78) 학술3회/2문서(z-1.43)
1573,来場,らいじょう,-0.692,논설·행정,3.96,N1,논설·행정12회/5문서(z-0.69); 일반빈도낮음→장르부상
1574,果て,はて,-0.693,문학,4.12,N1,문학12회/5문서(z-0.69) 논설·행정12회/10문서(z-0.94) 학술3회/2문서(z-1.23)
1575,年長,ねんちょう,-0.698,논설·행정,3.42,N1,논설·행정9회/5문서(z-0.70); 일반빈도낮음→장르부상
1576,機,き,-0.703,논설·행정,5.28,N1,논설·행정1489회/24문서(z-0.70) 학술166회/34문서(z-1.57) 법률100회/13문서(z-2.00) 행정백서41회/15문서(z-2.52) 문학6회/4문서(z-4.53)
1577,余地,よち,-0.704,논설·행정,4.03,N1,논설·행정190회/23문서(z-0.70) 행정백서36회/21문서(z-1.05) 학술18회/12문서(z-1.69) 문학10회/3문서(z-2.62)
1578,原書,げんしょ,-0.704,학술,2.67,N1,학술3회/3문서(z-0.70); 일반빈도낮음→장르부상
1579,残酷,ざんこく,-0.704,논설·행정,3.93,N1,논설·행정11회/7문서(z-0.70) 문학5회/2문서(z-1.02); 일반빈도낮음→장르부상
1580,向き,むき,-0.705,논설·행정,4.27,N1,논설·행정24회/10문서(z-0.71)
1581,調理,ちょうり,-0.705,논설·행정,4.19,N1,논설·행정20회/8문서(z-0.71) 학술7회/3문서(z-0.72)
1582,丘陵,きゅうりょう,-0.71,논설·행정,3.16,N1,논설·행정4회/2문서(z-0.71); 일반빈도낮음→장르부상
1583,今更,いまさら,-0.71,논설·행정,4.29,N1,논설·행정25회/14문서(z-0.71) 문학7회/2문서(z-1.38)
1584,粥,かゆ,-0.71,논설·행정,3.37,N1,논설·행정3회/3문서(z-0.71); 일반빈도낮음→장르부상
1585,素朴,そぼく,-0.711,학술,3.56,N1,학술16회/11문서(z-0.71) 논설·행정16회/10문서(z-1.40); 일반빈도낮음→장르부상
1586,旦那,だんな,-0.712,문학,4.5,N1,문학28회/4문서(z-0.71) 논설·행정4회/3문서(z-2.28)
1587,早める,はやめる,-0.721,논설·행정,2.85,N1,논설·행정27회/13문서(z-0.72); 일반빈도낮음→장르부상
1588,満場,まんじょう,-0.721,논설·행정,2.09,N1,논설·행정3회/2문서(z-0.72); 일반빈도낮음→장르부상
1589,前途,ぜんと,-0.729,논설·행정,2.94,N1,논설·행정7회/6문서(z-0.73) 문학3회/2문서(z-1.09); 일반빈도낮음→장르부상
1590,野外,やがい,-0.729,학술,3.95,N1,학술4회/4문서(z-0.73) 논설·행정10회/5문서(z-0.80); 일반빈도낮음→장르부상
1591,束縛,そくばく,-0.731,문학,3.54,N1,문학3회/2문서(z-0.73); 일반빈도낮음→장르부상
1592,依存,いぞん,-0.732,논설·행정,4.43,N1,논설·행정583회/24문서(z-0.73) 학술107회/41문서(z-1.23) 행정백서38회/17문서(z-1.89)
1593,中毒,ちゅうどく,-0.735,논설·행정,4.23,N1,논설·행정21회/7문서(z-0.73)
1594,異性,いせい,-0.736,학술,4.13,N1,학술6회/3문서(z-0.74) 논설·행정4회/2문서(z-1.70)
1595,魂,たましい,-0.736,학술,4.75,N1,학술25회/10문서(z-0.74) 논설·행정25회/10문서(z-1.43) 문학12회/3문서(z-1.77)
1596,色彩,しきさい,-0.737,학술,3.83,N1,학술3회/2문서(z-0.74); 일반빈도낮음→장르부상
1597,釣り,つり,-0.737,문학,4.39,N1,문학21회/4문서(z-0.74) 논설·행정10회/6문서(z-1.48)
1598,失格,しっかく,-0.738,논설·행정,3.91,N1,논설·행정10회/9문서(z-0.74); 일반빈도낮음→장르부상
1599,荒らす,あらす,-0.749,논설·행정,3.06,N1,논설·행정8회/5문서(z-0.75); 일반빈도낮음→장르부상
1600,藁,わら,-0.751,문학,3.47,N1,문학7회/4문서(z-0.75) 논설·행정4회/3문서(z-1.37); 일반빈도낮음→장르부상
1601,刷り,すり,-0.753,논설·행정,3.18,N1,논설·행정10회/4문서(z-0.75); 일반빈도낮음→장르부상
1602,頼み,たのみ,-0.754,문학,3.98,N1,문학8회/3문서(z-0.75) 논설·행정4회/4문서(z-1.47); 일반빈도낮음→장르부상
1603,肉体,にくたい,-0.76,학술,4.27,N1,학술8회/7문서(z-0.76) 논설·행정11회/8문서(z-1.23) 행정백서3회/3문서(z-1.37) 문학4회/3문서(z-1.76)
1604,完璧,かんぺき,-0.764,논설·행정,4.55,N1,논설·행정42회/17문서(z-0.76)
1605,攻め,せめ,-0.766,논설·행정,4.36,N1,논설·행정27회/13문서(z-0.77)
1606,点火,てんか,-0.766,논설·행정,3.53,N1,논설·행정4회/2문서(z-0.77); 일반빈도낮음→장르부상
1607,重役,じゅうやく,-0.768,논설·행정,3.33,N1,논설·행정3회/3문서(z-0.77); 일반빈도낮음→장르부상
1608,案の定,あんのじょう,-0.771,논설·행정,3.63,N1,논설·행정5회/4문서(z-0.77); 일반빈도낮음→장르부상
1609,外観,がいかん,-0.778,법률,3.94,N1,법률5회/2문서(z-0.78) 논설·행정8회/5문서(z-0.98); 일반빈도낮음→장르부상
1610,交易,こうえき,-0.782,행정백서,3.32,N1,행정백서44회/8문서(z-0.78) 논설·행정4회/3문서(z-3.22); 일반빈도낮음→장르부상
1611,滅亡,めつぼう,-0.788,학술,3.86,N1,학술3회/3문서(z-0.79) 논설·행정3회/2문서(z-1.47); 일반빈도낮음→장르부상
1612,単調,たんちょう,-0.789,학술,3.22,N1,학술3회/3문서(z-0.79); 일반빈도낮음→장르부상
1613,未熟,みじゅく,-0.792,논설·행정,4.15,N1,논설·행정16회/7문서(z-0.79)
1614,悪,わる,-0.797,학술,4.75,N1,학술23회/9문서(z-0.80) 논설·행정19회/11문서(z-1.61) 문학7회/3문서(z-2.17)
1615,杖,つえ,-0.797,문학,3.88,N1,문학6회/3문서(z-0.80) 논설·행정8회/5문서(z-0.84); 일반빈도낮음→장르부상
1616,叫び,さけび,-0.8,논설·행정,4.03,N1,논설·행정12회/10문서(z-0.80)
1617,同,どう,-0.8,논설·행정,5.1,N1,논설·행정977회/24문서(z-0.80) 행정백서172회/33문서(z-1.21) 학술102회/37문서(z-1.72) 법률38회/8문서(z-2.46) 문학9회/3문서(z-4.02)
1618,仕える,つかえる,-0.802,논설·행정,3.65,N1,논설·행정5회/5문서(z-0.80); 일반빈도낮음→장르부상
1619,切ない,せつない,-0.802,논설·행정,3.65,N1,논설·행정5회/4문서(z-0.80) 문학3회/3문서(z-0.92); 일반빈도낮음→장르부상
1620,反響,はんきょう,-0.802,논설·행정,3.79,N1,논설·행정9회/9문서(z-0.80) 학술3회/3문서(z-0.87); 일반빈도낮음→장르부상
1621,骨,ほね,-0.805,논설·행정,4.58,N1,논설·행정45회/16문서(z-0.80) 문학29회/6문서(z-0.87) 학술12회/3문서(z-1.03)
1622,強気,つよき,-0.812,논설·행정,3.56,N1,논설·행정4회/4문서(z-0.81); 일반빈도낮음→장르부상
1623,悪者,わるもの,-0.812,논설·행정,3.56,N1,논설·행정4회/4문서(z-0.81); 일반빈도낮음→장르부상
1624,新人,しんじん,-0.814,논설·행정,4.45,N1,논설·행정31회/10문서(z-0.81)
1625,美味しい,おいしい,-0.814,논설·행정,4.73,N1,논설·행정59회/16문서(z-0.81) 문학4회/2문서(z-2.55)
1626,腸,ちょう,-0.814,학술,4.0,N1,학술4회/2문서(z-0.81) 문학3회/2문서(z-1.52)
1627,心地,ここち,-0.819,문학,3.96,N1,문학7회/2문서(z-0.82); 일반빈도낮음→장르부상
1628,探検,たんけん,-0.819,학술,3.83,N1,학술6회/3문서(z-0.82); 일반빈도낮음→장르부상
1629,窮乏,きゅうぼう,-0.824,논설·행정,2.13,N1,논설·행정3회/3문서(z-0.82); 일반빈도낮음→장르부상
1630,勘弁,かんべん,-0.825,논설·행정,4.17,N1,논설·행정16회/11문서(z-0.83) 문학5회/2문서(z-1.43)
1631,爆破,ばくは,-0.827,논설·행정,4.01,N1,논설·행정11회/3문서(z-0.83)
1632,網,あみ,-0.828,논설·행정,4.29,N1,논설·행정21회/11문서(z-0.83) 학술6회/4문서(z-1.01)
1633,悪口,わるぐち,-0.831,논설·행정,3.97,N1,논설·행정10회/5문서(z-0.83) 문학5회/3문서(z-1.09); 일반빈도낮음→장르부상
1634,末期,まっき,-0.832,학술,4.01,N1,학술8회/7문서(z-0.83) 논설·행정11회/9문서(z-1.30)
1635,高原,たかはら,-0.833,논설·행정,3.67,N1,논설·행정5회/4문서(z-0.83); 일반빈도낮음→장르부상
1636,繕う,つくろう,-0.836,논설·행정,1.94,N1,논설·행정3회/3문서(z-0.84); 일반빈도낮음→장르부상
1637,蒸留,じょうりゅう,-0.836,논설·행정,3.45,N1,논설·행정3회/2문서(z-0.84); 일반빈도낮음→장르부상
1638,出費,しゅっぴ,-0.843,논설·행정,3.58,N1,논설·행정4회/2문서(z-0.84); 일반빈도낮음→장르부상
1639,美,び,-0.844,학술,4.96,N1,학술35회/6문서(z-0.84) 논설·행정31회/7문서(z-1.61) 문학13회/3문서(z-2.07)
1640,峰,みね,-0.847,문학,3.83,N1,문학5회/3문서(z-0.85) 논설·행정5회/3문서(z-1.08); 일반빈도낮음→장르부상
1641,断然,だんぜん,-0.849,논설·행정,3.68,N1,논설·행정5회/3문서(z-0.85); 일반빈도낮음→장르부상
1642,下位,かい,-0.85,학술,3.71,N1,학술40회/19문서(z-0.85) 행정백서15회/7문서(z-1.46) 논설·행정39회/13문서(z-1.55) 법률5회/2문서(z-2.40); 일반빈도낮음→장르부상
1643,窒息,ちっそく,-0.85,논설·행정,3.46,N1,논설·행정3회/2문서(z-0.85); 일반빈도낮음→장르부상
1644,農耕,のうこう,-0.85,학술,3.12,N1,학술4회/4문서(z-0.85) 논설·행정3회/3문서(z-1.73); 일반빈도낮음→장르부상
1645,物議,ぶつぎ,-0.859,논설·행정,3.22,N1,논설·행정4회/3문서(z-0.86); 일반빈도낮음→장르부상
1646,長大,ちょうだい,-0.865,논설·행정,2.76,N1,논설·행정6회/3문서(z-0.87); 일반빈도낮음→장르부상
1647,土産,みやげ,-0.869,논설·행정,4.17,N1,논설·행정15회/10문서(z-0.87)
1648,強烈,きょうれつ,-0.878,논설·행정,4.04,N1,논설·행정11회/9문서(z-0.88) 문학4회/3문서(z-1.37)
1649,豊作,ほうさく,-0.878,논설·행정,3.13,N1,논설·행정5회/2문서(z-0.88); 일반빈도낮음→장르부상
1650,横綱,よこづな,-0.879,논설·행정,3.7,N1,논설·행정5회/2문서(z-0.88); 일반빈도낮음→장르부상
1651,運命,うんめい,-0.879,문학,4.53,N1,문학24회/3문서(z-0.88) 학술7회/7문서(z-1.30) 논설·행정6회/4문서(z-2.05)
1652,混む,こむ,-0.895,논설·행정,3.25,N1,논설·행정5회/5문서(z-0.90); 일반빈도낮음→장르부상
1653,一日,いちにち,-0.896,논설·행정,5.9,N1,논설·행정780회/24문서(z-0.90) 법률194회/11문서(z-1.31) 문학8회/4문서(z-4.04) 행정백서3회/3문서(z-4.24)
1654,襲撃,しゅうげき,-0.903,논설·행정,4.22,N1,논설·행정16회/5문서(z-0.90)
1655,無能,むのう,-0.905,법률,3.83,N1,법률3회/2문서(z-0.90); 일반빈도낮음→장르부상
1656,冷酷,れいこく,-0.911,논설·행정,3.44,N1,논설·행정4회/4문서(z-0.91); 일반빈도낮음→장르부상
1657,驚き,おどろき,-0.912,논설·행정,4.54,N1,논설·행정33회/20문서(z-0.91) 문학6회/3문서(z-1.93)
1658,知り合い,しりあい,-0.913,논설·행정,4.5,N1,논설·행정30회/13문서(z-0.91) 문학8회/2문서(z-1.64)
1659,意欲,いよく,-0.915,논설·행정,3.91,N1,논설·행정411회/24문서(z-0.91) 행정백서79회/24문서(z-1.27); 일반빈도낮음→장르부상
1660,征服,せいふく,-0.917,학술,3.95,N1,학술4회/4문서(z-0.92); 일반빈도낮음→장르부상
1661,審査,しんさ,-0.922,법률,4.53,N1,법률1094회/11문서(z-0.92) 논설·행정2072회/24문서(z-1.01) 학술18회/6문서(z-3.78)
1662,纏め,まとめ,-0.923,행정백서,3.49,N1,행정백서38회/15문서(z-0.92) 논설·행정92회/19문서(z-1.12); 일반빈도낮음→장르부상
1663,恥,はじ,-0.924,문학,4.29,N1,문학13회/3문서(z-0.92) 논설·행정17회/10문서(z-0.97)
1664,知性,ちせい,-0.932,학술,3.94,N1,학술27회/12문서(z-0.93); 일반빈도낮음→장르부상
1665,愚か,おろか,-0.951,논설·행정,3.95,N1,논설·행정8회/7문서(z-0.95) 문학4회/4문서(z-1.22); 일반빈도낮음→장르부상
1666,御負け,おまけ,-0.955,논설·행정,4.53,N1,논설·행정30회/11문서(z-0.95) 문학4회/2문서(z-2.20)
1667,成る丈,なるたけ,-0.959,논설·행정,3.53,N1,논설·행정3회/3문서(z-0.96); 일반빈도낮음→장르부상
1668,二人,ふたり,-0.963,논설·행정,5.71,N1,논설·행정447회/24문서(z-0.96) 문학222회/7문서(z-1.24) 법률41회/11문서(z-2.05) 행정백서13회/6문서(z-2.77) 학술10회/5문서(z-3.03)
1669,生,なま,-0.972,학술,5.46,N1,학술93회/24문서(z-0.97) 논설·행정86회/23문서(z-1.70) 문학22회/5문서(z-2.53)
1670,風習,ふうしゅう,-0.976,논설·행정,3.54,N1,논설·행정3회/3문서(z-0.98); 일반빈도낮음→장르부상
1671,丈,たけ,-0.977,문학,4.06,N1,문학9회/3문서(z-0.98)
1672,面する,めんする,-0.977,논설·행정,2.87,N1,논설·행정14회/8문서(z-0.98); 일반빈도낮음→장르부상
1673,個々,ここ,-0.978,논설·행정,3.92,N1,논설·행정496회/23문서(z-0.98) 학술90회/45문서(z-1.51) 행정백서23회/11문서(z-2.43) 법률8회/5문서(z-3.22); 일반빈도낮음→장르부상
1674,捕鯨,ほげい,-0.98,논설·행정,3.52,N1,논설·행정19회/4문서(z-0.98); 일반빈도낮음→장르부상
1675,執着,しゅうちゃく,-0.987,문학,3.69,N1,문학3회/3문서(z-0.99) 논설·행정3회/2문서(z-1.21); 일반빈도낮음→장르부상
1676,屋敷,やしき,-0.992,문학,4.17,N1,문학9회/2문서(z-0.99) 논설·행정7회/3문서(z-1.38)
